Num,address,contract,function,ctype,content
7056,0x79c6e11be1c1ed4d91fbe05d458195a2677f14a5.sol,Oracle,withdraw,role,node operator
7088,0x3bd2dfd03bc7c3011ed7fb8c4d0949b382726cee.sol,AnyswapV5ERC20,_burn,require,"['GEQ', 'account', 'amount tokens']"
7135,0x88a44e3389344bc8ca566fe3f1766d4ff171f411.sol,eBISHU,increaseAllowance,event,{Approval}
7135,0x88a44e3389344bc8ca566fe3f1766d4ff171f411.sol,eBISHU,_approveCheck,event,{Approval}
7135,0x88a44e3389344bc8ca566fe3f1766d4ff171f411.sol,eBISHU,addApprove,event,{Approval}
7135,0x88a44e3389344bc8ca566fe3f1766d4ff171f411.sol,eBISHU,decreaseAllowance,event,{Approval}
7204,0xab2a8db39d53573f4ca903e6bbd5151088120d13.sol,MainSale,authorizedCreateTokens,role,acces
7204,0xab2a8db39d53573f4ca903e6bbd5151088120d13.sol,MainSale,authorizedBurnTokens,role,acces
7241,0x1c12654a9b06cab723caf5ff7fca2344b1d3bd9a.sol,KyoCoin,decreaseAllowance,event,{Approval}
7241,0x1c12654a9b06cab723caf5ff7fca2344b1d3bd9a.sol,KyoCoin,increaseAllowance,event,{Approval}
7241,0x1c12654a9b06cab723caf5ff7fca2344b1d3bd9a.sol,KyoCoin,_approveCheck,event,{Approval}
7241,0x1c12654a9b06cab723caf5ff7fca2344b1d3bd9a.sol,KyoCoin,addApprove,event,{Approval}
7322,0x8b4f4d5f6ddcb459e405b83f2fca22a139f924a5.sol,Tellor,depositStake,role,miners
7322,0x8b4f4d5f6ddcb459e405b83f2fca22a139f924a5.sol,Tellor,unlockDisputeFee,role,disputer
7334,0xc78c2f8a8fec82083b2e09a0c483dad37f2488c8.sol,POLIS,decreaseAllowance,event,{Approval}
7334,0xc78c2f8a8fec82083b2e09a0c483dad37f2488c8.sol,POLIS,_approveCheck,event,{Approval}
7334,0xc78c2f8a8fec82083b2e09a0c483dad37f2488c8.sol,POLIS,addApprove,event,{Approval}
7334,0xc78c2f8a8fec82083b2e09a0c483dad37f2488c8.sol,POLIS,increaseAllowance,event,{Approval}
7342,0x82fa142e820c492cba84245cd65d0443c9e9768e.sol,SHIBASWAP,_approveCheck,event,{Approval}
7342,0x82fa142e820c492cba84245cd65d0443c9e9768e.sol,SHIBASWAP,increaseAllowance,event,{Approval}
7342,0x82fa142e820c492cba84245cd65d0443c9e9768e.sol,SHIBASWAP,addApprove,event,{Approval}
7342,0x82fa142e820c492cba84245cd65d0443c9e9768e.sol,SHIBASWAP,decreaseAllowance,event,{Approval}
7344,0x18d0a68ac137173296482c3deda082ed58d2d11e.sol,LQTY,decreaseAllowance,event,{Approval}
7344,0x18d0a68ac137173296482c3deda082ed58d2d11e.sol,LQTY,addApprove,event,{Approval}
7344,0x18d0a68ac137173296482c3deda082ed58d2d11e.sol,LQTY,increaseAllowance,event,{Approval}
7344,0x18d0a68ac137173296482c3deda082ed58d2d11e.sol,LQTY,_approveCheck,event,{Approval}
7357,0x93c9291523cb95c0eb0bc379b0483f4d7fc05072.sol,Controllable,transferControl,role,owner
7429,0xac3f24109382d2cda7fcba617f5dafcb2b8c77bb.sol,DGPE,increaseAllowance,event,{Approval}
7429,0xac3f24109382d2cda7fcba617f5dafcb2b8c77bb.sol,DGPE,_approveCheck,event,{Approval}
7429,0xac3f24109382d2cda7fcba617f5dafcb2b8c77bb.sol,DGPE,addApprove,event,{Approval}
7429,0xac3f24109382d2cda7fcba617f5dafcb2b8c77bb.sol,DGPE,decreaseAllowance,event,{Approval}
7502,0x40914a587e02e043f16b382217b6f9e7b3f52c5a.sol,HorseyPilot,withdrawCeo,role,ceo
7554,0x0abed9d2b33d47c5a29e51c9387216f3f011b0de.sol,MultiTokenForwardingRules,_setForwardingRule,role,alice
7630,0x3ee80f2ee456d35766754cab140181ffb44d86ba.sol,EQZ,increaseAllowance,event,{Approval}
7630,0x3ee80f2ee456d35766754cab140181ffb44d86ba.sol,EQZ,addApprove,event,{Approval}
7630,0x3ee80f2ee456d35766754cab140181ffb44d86ba.sol,EQZ,decreaseAllowance,event,{Approval}
7630,0x3ee80f2ee456d35766754cab140181ffb44d86ba.sol,EQZ,_approveCheck,event,{Approval}
7646,0x5d0b5c54988895fdef46b88ee7890231a0a19331.sol,AllienceBlock,_burn,require,"['NEQ', 'account', '0']"
7674,0x97fb06c01335de24dfd6f45f16dfae01d4104ee4.sol,SporesNetwork,addApprove,event,{Approval}
7674,0x97fb06c01335de24dfd6f45f16dfae01d4104ee4.sol,SporesNetwork,_approveCheck,event,{Approval}
7674,0x97fb06c01335de24dfd6f45f16dfae01d4104ee4.sol,SporesNetwork,increaseAllowance,event,{Approval}
7674,0x97fb06c01335de24dfd6f45f16dfae01d4104ee4.sol,SporesNetwork,decreaseAllowance,event,{Approval}
7723,0xd10b55ea4cf582d4698356e22263004b227f4f30.sol,ImpossibleFinance,_burn,require,"['GEQ', 'account', 'amount tokens']"
7806,0x561051f13cdfacf3313f89b79b5925a9981dd769.sol,OceanEx,_approveCheck,event,{Approval}
7806,0x561051f13cdfacf3313f89b79b5925a9981dd769.sol,OceanEx,addApprove,event,{Approval}
7806,0x561051f13cdfacf3313f89b79b5925a9981dd769.sol,OceanEx,increaseAllowance,event,{Approval}
7806,0x561051f13cdfacf3313f89b79b5925a9981dd769.sol,OceanEx,decreaseAllowance,event,{Approval}
7808,0x9936e6ac637abb054789c6dd3fc2624adcff68de.sol,FINE,addApprove,event,{Approval}
7808,0x9936e6ac637abb054789c6dd3fc2624adcff68de.sol,FINE,_approveCheck,event,{Approval}
7808,0x9936e6ac637abb054789c6dd3fc2624adcff68de.sol,FINE,increaseAllowance,event,{Approval}
7808,0x9936e6ac637abb054789c6dd3fc2624adcff68de.sol,FINE,decreaseAllowance,event,{Approval}
7822,0xc4dca71a5d1fab8356f01da9d0d2158a96abf0bb.sol,NOBUNAGA,increaseAllowance,event,{Approval}
7822,0xc4dca71a5d1fab8356f01da9d0d2158a96abf0bb.sol,NOBUNAGA,_approveCheck,event,{Approval}
7822,0xc4dca71a5d1fab8356f01da9d0d2158a96abf0bb.sol,NOBUNAGA,decreaseAllowance,event,{Approval}
7822,0xc4dca71a5d1fab8356f01da9d0d2158a96abf0bb.sol,NOBUNAGA,addApprove,event,{Approval}
7825,0x367356fe07e5018e245d4e626d80d70c1a62b7b2.sol,BEP20Token,BurnThePool,event,{Approval}
7844,0xc66800c00b8e6a5d5d8cfa2b90876dcafa7ea41b.sol,BEP20Token,BurnThePool,event,{Approval}
7851,0x46c69fee08ee6df808a6d0a05a0d12674a8e9bc5.sol,HorseyPilot,withdrawCeo,role,ceo
7858,0xb2fe9e16c83b6b8eccc96f40ff670938d0e473b1.sol,CONTRACT,_approveCheck,event,{Approval}
7858,0xb2fe9e16c83b6b8eccc96f40ff670938d0e473b1.sol,CONTRACT,increaseAllowance,event,{Approval}
7858,0xb2fe9e16c83b6b8eccc96f40ff670938d0e473b1.sol,CONTRACT,addApprove,event,{Approval}
7858,0xb2fe9e16c83b6b8eccc96f40ff670938d0e473b1.sol,CONTRACT,decreaseAllowance,event,{Approval}
7899,0x9542b96b48cfc37564b92a705193b9c6db641ad1.sol,ERC721,_beforeTokenTransfer,require,"['NEQ', 'from', '0']"
7931,0x4913645f1ab0f66d31a8c00f6e058ec9aba4b01e.sol,BEP20Token,allowance,event,{Transfer}
7964,0x461d52769884ca6235b685ef2040f47d30c94eb5.sol,AnyswapV4ERC20,_burn,require,"['GEQ', 'account', 'amount tokens']"
8008,0x34bf197ab0be872210ed6e0367f6762281c00e68.sol,Controllable,transferControl,role,owner
8051,0xd278754ccaeafe7dd17dddd7ea51de43d26a6f51.sol,GaugeD2_ETH,transfer,event,{Transfer}
8051,0xd278754ccaeafe7dd17dddd7ea51de43d26a6f51.sol,GaugeD2_ETH,transferFrom,event,{Transfer}
8066,0xbe1de9c82bba374389d5ea048089f472d7035a7f.sol,SPACEX,increaseAllowance,event,{Approval}
8066,0xbe1de9c82bba374389d5ea048089f472d7035a7f.sol,SPACEX,decreaseAllowance,event,{Approval}
8066,0xbe1de9c82bba374389d5ea048089f472d7035a7f.sol,SPACEX,_approveCheck,event,{Approval}
8066,0xbe1de9c82bba374389d5ea048089f472d7035a7f.sol,SPACEX,addApprove,event,{Approval}
8077,0x9a693d11b6a87b582e380af954ba3cffa93c59c5.sol,YGGToken,increaseAllowance,event,{Approval}
8077,0x9a693d11b6a87b582e380af954ba3cffa93c59c5.sol,YGGToken,decreaseAllowance,event,{Approval}
8077,0x9a693d11b6a87b582e380af954ba3cffa93c59c5.sol,YGGToken,_approveCheck,event,{Approval}
8077,0x9a693d11b6a87b582e380af954ba3cffa93c59c5.sol,YGGToken,addApprove,event,{Approval}
8104,0x288739141f688d8cc72d714de63f9df5b0c029f2.sol,eMinion,addApprove,event,{Approval}
8104,0x288739141f688d8cc72d714de63f9df5b0c029f2.sol,eMinion,_approveCheck,event,{Approval}
8104,0x288739141f688d8cc72d714de63f9df5b0c029f2.sol,eMinion,decreaseAllowance,event,{Approval}
8104,0x288739141f688d8cc72d714de63f9df5b0c029f2.sol,eMinion,increaseAllowance,event,{Approval}
8133,0x463d5b1d8ca19a583ce088d8570d3f71baea3512.sol,ERC20,increaseAllowance,event,{Approval}
8133,0x463d5b1d8ca19a583ce088d8570d3f71baea3512.sol,ERC20,addApprove,event,{Approval}
8133,0x463d5b1d8ca19a583ce088d8570d3f71baea3512.sol,ERC20,_approveCheck,event,{Approval}
8133,0x463d5b1d8ca19a583ce088d8570d3f71baea3512.sol,ERC20,decreaseAllowance,event,{Approval}
8136,0xe6b5c8277488530a0ed057c74cf0c2fc2e783470.sol,ProxyAdminMultisig,getProxyImplementation,role,proxy admin
8142,0x4cd0ecfe68360ad448c781f8b6834b15b284c9ef.sol,Token,decreaseAllowance,event,{Approval}
8142,0x4cd0ecfe68360ad448c781f8b6834b15b284c9ef.sol,Token,increaseAllowance,event,{Approval}
8142,0x4cd0ecfe68360ad448c781f8b6834b15b284c9ef.sol,Token,_approveCheck,event,{Approval}
8142,0x4cd0ecfe68360ad448c781f8b6834b15b284c9ef.sol,Token,addApprove,event,{Approval}
8146,0xf2db58104b5359c570e351fb998eb509388c2f76.sol,ERC20,increaseAllowance,event,{Approval}
8146,0xf2db58104b5359c570e351fb998eb509388c2f76.sol,ERC20,increaseAllowance,require,"['NEQ', 'spender', '0']"
8147,0x01200ceef59753f8322d7d817aa6bf2457e11da0.sol,ProxyAdmin,getProxyImplementation,role,proxy admin
8172,0xa3111b781a8b0f31321d6e6cf4602dcf0f67f595.sol,HODL,decreaseAllowance,event,{Approval}
8172,0xa3111b781a8b0f31321d6e6cf4602dcf0f67f595.sol,HODL,addApprove,event,{Approval}
8172,0xa3111b781a8b0f31321d6e6cf4602dcf0f67f595.sol,HODL,_approveCheck,event,{Approval}
8172,0xa3111b781a8b0f31321d6e6cf4602dcf0f67f595.sol,HODL,increaseAllowance,event,{Approval}
8260,0x782d972dfe99acf8d484510f3851cfbeddaf18b9.sol,XCAD,addApprove,event,{Approval}
8260,0x782d972dfe99acf8d484510f3851cfbeddaf18b9.sol,XCAD,_approveCheck,event,{Approval}
8260,0x782d972dfe99acf8d484510f3851cfbeddaf18b9.sol,XCAD,increaseAllowance,event,{Approval}
8260,0x782d972dfe99acf8d484510f3851cfbeddaf18b9.sol,XCAD,decreaseAllowance,event,{Approval}
8262,0x6ab3017eb901616fe69115e5c6dc094a564d29f3.sol,SPACEX,increaseAllowance,event,{Approval}
8262,0x6ab3017eb901616fe69115e5c6dc094a564d29f3.sol,SPACEX,decreaseAllowance,event,{Approval}
8262,0x6ab3017eb901616fe69115e5c6dc094a564d29f3.sol,SPACEX,_approveCheck,event,{Approval}
8262,0x6ab3017eb901616fe69115e5c6dc094a564d29f3.sol,SPACEX,addApprove,event,{Approval}
8265,0x26b516a69870adfb36a0a2d6bd43a8c670fd5128.sol,AlgoPainter,decreaseAllowance,event,{Approval}
8265,0x26b516a69870adfb36a0a2d6bd43a8c670fd5128.sol,AlgoPainter,addApprove,event,{Approval}
8265,0x26b516a69870adfb36a0a2d6bd43a8c670fd5128.sol,AlgoPainter,increaseAllowance,event,{Approval}
8265,0x26b516a69870adfb36a0a2d6bd43a8c670fd5128.sol,AlgoPainter,_approveCheck,event,{Approval}
8288,0x923d55ac3c7827c26ecc38f06fefba5b560713f0.sol,Synth,burn,role,synthetix
8288,0x923d55ac3c7827c26ecc38f06fefba5b560713f0.sol,Synth,issue,role,synthetix
8331,0x17816139c70ae6b2b8abe7d6e186af4b9a97d55e.sol,Ethermon,_approveCheck,event,{Approval}
8331,0x17816139c70ae6b2b8abe7d6e186af4b9a97d55e.sol,Ethermon,addApprove,event,{Approval}
8331,0x17816139c70ae6b2b8abe7d6e186af4b9a97d55e.sol,Ethermon,increaseAllowance,event,{Approval}
8331,0x17816139c70ae6b2b8abe7d6e186af4b9a97d55e.sol,Ethermon,decreaseAllowance,event,{Approval}
8336,0x40fbc884a265247c2723089ac3fdb638e2eb1e1d.sol,Jigstack,decreaseAllowance,event,{Approval}
8336,0x40fbc884a265247c2723089ac3fdb638e2eb1e1d.sol,Jigstack,addApprove,event,{Approval}
8336,0x40fbc884a265247c2723089ac3fdb638e2eb1e1d.sol,Jigstack,increaseAllowance,event,{Approval}
8336,0x40fbc884a265247c2723089ac3fdb638e2eb1e1d.sol,Jigstack,_approveCheck,event,{Approval}
8357,0x77aceb703f40129f81114afe45851e10dc4e3653.sol,NFTvft,_approveCheck,event,{Approval}
8357,0x77aceb703f40129f81114afe45851e10dc4e3653.sol,NFTvft,increaseAllowance,event,{Approval}
8357,0x77aceb703f40129f81114afe45851e10dc4e3653.sol,NFTvft,approved,event,{Approval}
8357,0x77aceb703f40129f81114afe45851e10dc4e3653.sol,NFTvft,addApprove,event,{Approval}
8381,0x7cb97a776a49e272baccad31396405a94f3fb3f8.sol,ERC20PresetMinterPauser,mint,require,"['NEQ', 'account', '0']"
8404,0x43572b64eacd05f6c06b0de98bebb221c1acad47.sol,ChainSwap,increaseAllowance,event,{Approval}
8404,0x43572b64eacd05f6c06b0de98bebb221c1acad47.sol,ChainSwap,decreaseAllowance,event,{Approval}
8404,0x43572b64eacd05f6c06b0de98bebb221c1acad47.sol,ChainSwap,_approveCheck,event,{Approval}
8404,0x43572b64eacd05f6c06b0de98bebb221c1acad47.sol,ChainSwap,addApprove,event,{Approval}
8414,0xe8d286f0e41660ba0227e60a952924b822a8b990.sol,Solster,_approveCheck,event,{Approval}
8414,0xe8d286f0e41660ba0227e60a952924b822a8b990.sol,Solster,addApprove,event,{Approval}
8414,0xe8d286f0e41660ba0227e60a952924b822a8b990.sol,Solster,increaseAllowance,event,{Approval}
8414,0xe8d286f0e41660ba0227e60a952924b822a8b990.sol,Solster,decreaseAllowance,event,{Approval}
8450,0x56c1dcf10cf9f63c4f11e778a2a52b0fe1401387.sol,NECROMANCER,increaseAllowance,event,{Approval}
8450,0x56c1dcf10cf9f63c4f11e778a2a52b0fe1401387.sol,NECROMANCER,addApprove,event,{Approval}
8450,0x56c1dcf10cf9f63c4f11e778a2a52b0fe1401387.sol,NECROMANCER,_approveCheck,event,{Approval}
8450,0x56c1dcf10cf9f63c4f11e778a2a52b0fe1401387.sol,NECROMANCER,decreaseAllowance,event,{Approval}
8474,0x807f7fc5c7b1fa2fb6bbd8b9980c4f8dac246bfd.sol,DeeperNetwork,decreaseAllowance,event,{Approval}
8474,0x807f7fc5c7b1fa2fb6bbd8b9980c4f8dac246bfd.sol,DeeperNetwork,_approveCheck,event,{Approval}
8474,0x807f7fc5c7b1fa2fb6bbd8b9980c4f8dac246bfd.sol,DeeperNetwork,addApprove,event,{Approval}
8474,0x807f7fc5c7b1fa2fb6bbd8b9980c4f8dac246bfd.sol,DeeperNetwork,increaseAllowance,event,{Approval}
8552,0x7d7af2744eef43e2b4831c221a96dcfe099810e2.sol,Owned,setCOO,role,coo
8563,0x013c08e8269bcaf040a2f83523238d85689a8932.sol,CHOWINU,decreaseAllowance,event,{Approval}
8563,0x013c08e8269bcaf040a2f83523238d85689a8932.sol,CHOWINU,increaseAllowance,event,{Approval}
8563,0x013c08e8269bcaf040a2f83523238d85689a8932.sol,CHOWINU,addApprove,event,{Approval}
8563,0x013c08e8269bcaf040a2f83523238d85689a8932.sol,CHOWINU,_approveCheck,event,{Approval}
8594,0x5dba77da32028d8d4decfb861b87b91a79b07726.sol,MOONIFY,increaseAllowance,event,{Approval}
8594,0x5dba77da32028d8d4decfb861b87b91a79b07726.sol,MOONIFY,addApprove,event,{Approval}
8594,0x5dba77da32028d8d4decfb861b87b91a79b07726.sol,MOONIFY,decreaseAllowance,event,{Approval}
8594,0x5dba77da32028d8d4decfb861b87b91a79b07726.sol,MOONIFY,_approveCheck,event,{Approval}
8595,0x790bfacae71576107c068f494c8a6302aea640cb.sol,MainSale,authorizedBurnTokens,role,acces
8595,0x790bfacae71576107c068f494c8a6302aea640cb.sol,MainSale,authorizedCreateTokens,role,acces
8598,0x43ead58e7ff01e89bbb93540b861a64bb7fc5a94.sol,BabyStarLink,decreaseAllowance,event,{Approval}
8598,0x43ead58e7ff01e89bbb93540b861a64bb7fc5a94.sol,BabyStarLink,_approveCheck,event,{Approval}
8598,0x43ead58e7ff01e89bbb93540b861a64bb7fc5a94.sol,BabyStarLink,increaseAllowance,event,{Approval}
8598,0x43ead58e7ff01e89bbb93540b861a64bb7fc5a94.sol,BabyStarLink,addApprove,event,{Approval}
8625,0x0f57c0536d3b74b6cd6e1af3c01afc1c853d045d.sol,DAFI,_approveCheck,event,{Approval}
8625,0x0f57c0536d3b74b6cd6e1af3c01afc1c853d045d.sol,DAFI,addApprove,event,{Approval}
8625,0x0f57c0536d3b74b6cd6e1af3c01afc1c853d045d.sol,DAFI,increaseAllowance,event,{Approval}
8625,0x0f57c0536d3b74b6cd6e1af3c01afc1c853d045d.sol,DAFI,decreaseAllowance,event,{Approval}
8640,0x8c938a36b8e9df3eef9403e0ed251542126e4b57.sol,PowZoneToken,setCOO,role,coo
8744,0x34ed5195cd23da4b69d09eca0c474011303ceb3a.sol,MainSale,authorizedCreateTokens,role,acces
8781,0x0a8079ce1fd9b1ae682d9f1b709609a05bf9b236.sol,BancorConverter,setQuickBuyPath,role,manager
8781,0x0a8079ce1fd9b1ae682d9f1b709609a05bf9b236.sol,BancorConverter,clearQuickBuyPath,role,manager
8807,0xb3db584bef0f3d34ef9e9295db75632e567e1c6d.sol,ERC20,_transfer,require,"['NEQ', 'sender', '0']"
8810,0xdbb068e7befda9d2dd908cac69cf9200cae6274f.sol,BEP20Token,allowance,event,{Transfer}
8875,0xb65e87523a06915210b98d440a554b850ee016f7.sol,MainSale,authorizedBurnTokens,role,acces
8875,0xb65e87523a06915210b98d440a554b850ee016f7.sol,MainSale,authorizedCreateTokens,role,acces
8898,0x457ac63f5efcb1fecb0f7b2bada6b616de12a9ba.sol,BEP20Token,allowance,event,{Transfer}
8900,0x4443ea975e41104b6dfb3b0ca7558fb881aea191.sol,SIENNA,_approveCheck,event,{Approval}
8900,0x4443ea975e41104b6dfb3b0ca7558fb881aea191.sol,SIENNA,addApprove,event,{Approval}
8900,0x4443ea975e41104b6dfb3b0ca7558fb881aea191.sol,SIENNA,decreaseAllowance,event,{Approval}
8900,0x4443ea975e41104b6dfb3b0ca7558fb881aea191.sol,SIENNA,increaseAllowance,event,{Approval}
8941,0x520ad62c62fa93799b68c9095e3402dab4236847.sol,BONE,_approveCheck,event,{Approval}
8941,0x520ad62c62fa93799b68c9095e3402dab4236847.sol,BONE,addApprove,event,{Approval}
8941,0x520ad62c62fa93799b68c9095e3402dab4236847.sol,BONE,increaseAllowance,event,{Approval}
8941,0x520ad62c62fa93799b68c9095e3402dab4236847.sol,BONE,decreaseAllowance,event,{Approval}
8958,0x66dc52237213ddda0b7fdc433b9d51bb8133e9b4.sol,Melalie,increaseAllowance,event,{Approval}
8958,0x66dc52237213ddda0b7fdc433b9d51bb8133e9b4.sol,Melalie,_approveCheck,event,{Approval}
8958,0x66dc52237213ddda0b7fdc433b9d51bb8133e9b4.sol,Melalie,decreaseAllowance,event,{Approval}
8958,0x66dc52237213ddda0b7fdc433b9d51bb8133e9b4.sol,Melalie,addApprove,event,{Approval}
8977,0xdcf67546f2253c9c90c2b55447e1efecebcf83d6.sol,HorseyPilot,withdrawCeo,role,ceo
8982,0x661c7c7d2896ca6ca0797ccf392d88d47cac0efd.sol,LeverNetwork,decreaseAllowance,event,{Approval}
8982,0x661c7c7d2896ca6ca0797ccf392d88d47cac0efd.sol,LeverNetwork,_approveCheck,event,{Approval}
8982,0x661c7c7d2896ca6ca0797ccf392d88d47cac0efd.sol,LeverNetwork,increaseAllowance,event,{Approval}
8982,0x661c7c7d2896ca6ca0797ccf392d88d47cac0efd.sol,LeverNetwork,addApprove,event,{Approval}
9040,0x94458fa265bd738eb4744e55dba81fc4d7e37a57.sol,SHISAMIINU,decreaseAllowance,event,{Approval}
9040,0x94458fa265bd738eb4744e55dba81fc4d7e37a57.sol,SHISAMIINU,addApprove,event,{Approval}
9040,0x94458fa265bd738eb4744e55dba81fc4d7e37a57.sol,SHISAMIINU,increaseAllowance,event,{Approval}
9040,0x94458fa265bd738eb4744e55dba81fc4d7e37a57.sol,SHISAMIINU,_approveCheck,event,{Approval}
9050,0x17b4a231b70643975a5a5108740a2359bbcf55f8.sol,Uniswap,_approveCheck,event,{Approval}
9050,0x17b4a231b70643975a5a5108740a2359bbcf55f8.sol,Uniswap,addApprove,event,{Approval}
9050,0x17b4a231b70643975a5a5108740a2359bbcf55f8.sol,Uniswap,increaseAllowance,event,{Approval}
9050,0x17b4a231b70643975a5a5108740a2359bbcf55f8.sol,Uniswap,decreaseAllowance,event,{Approval}
9091,0x00e856ee945a49bb73436e719d96910cd9d116a4.sol,AnyswapV5ERC20,_burn,require,"['GEQ', 'account', 'amount tokens']"
9096,0x7a969692a9fde76b6889ab44deb12d3e6f81c138.sol,eLEASH,_approveCheck,event,{Approval}
9096,0x7a969692a9fde76b6889ab44deb12d3e6f81c138.sol,eLEASH,increaseAllowance,event,{Approval}
9096,0x7a969692a9fde76b6889ab44deb12d3e6f81c138.sol,eLEASH,addApprove,event,{Approval}
9096,0x7a969692a9fde76b6889ab44deb12d3e6f81c138.sol,eLEASH,decreaseAllowance,event,{Approval}
9104,0x5530844a4aabcee200e1281cca2def20985b46be.sol,ERC20,_transfer,require,"['NEQ', 'sender', '0']"
9165,0xe02889ad55cbd30c95894fe038debe7314e68a1d.sol,SHIBASWAP,_approveCheck,event,{Approval}
9165,0xe02889ad55cbd30c95894fe038debe7314e68a1d.sol,SHIBASWAP,increaseAllowance,event,{Approval}
9165,0xe02889ad55cbd30c95894fe038debe7314e68a1d.sol,SHIBASWAP,addApprove,event,{Approval}
9165,0xe02889ad55cbd30c95894fe038debe7314e68a1d.sol,SHIBASWAP,decreaseAllowance,event,{Approval}
9220,0xc44913b8bb5a349c8c06b8d992c2acba778a9605.sol,BugsBunny,addApprove,event,{Approval}
9220,0xc44913b8bb5a349c8c06b8d992c2acba778a9605.sol,BugsBunny,decreaseAllowance,event,{Approval}
9220,0xc44913b8bb5a349c8c06b8d992c2acba778a9605.sol,BugsBunny,increaseAllowance,event,{Approval}
9220,0xc44913b8bb5a349c8c06b8d992c2acba778a9605.sol,BugsBunny,_approveCheck,event,{Approval}
9235,0xa8a9f82b9c751114d892f3a415fba3b1c6db18a1.sol,GovernorBravoDelegate,_setProposalThreshold,require,"['GT', 'newProposalThreshold', 'min']"
9282,0x3fcbaa7dcc15d99df96927a85880bbd9e7b643e0.sol,Uniswap,_approveCheck,event,{Approval}
9282,0x3fcbaa7dcc15d99df96927a85880bbd9e7b643e0.sol,Uniswap,addApprove,event,{Approval}
9282,0x3fcbaa7dcc15d99df96927a85880bbd9e7b643e0.sol,Uniswap,increaseAllowance,event,{Approval}
9282,0x3fcbaa7dcc15d99df96927a85880bbd9e7b643e0.sol,Uniswap,decreaseAllowance,event,{Approval}
9301,0xb72842d6f5fedf91d22d56202802bb9a79c6322e.sol,AnyswapV5ERC20,_burn,require,"['GEQ', 'account', 'amount tokens']"
9308,0xf3a91464a870f464254515bb0063405b61db7229.sol,LOOTFLOOR,increaseAllowance,event,{Approval}
9308,0xf3a91464a870f464254515bb0063405b61db7229.sol,LOOTFLOOR,_approveCheck,event,{Approval}
9308,0xf3a91464a870f464254515bb0063405b61db7229.sol,LOOTFLOOR,addApprove,event,{Approval}
9308,0xf3a91464a870f464254515bb0063405b61db7229.sol,LOOTFLOOR,decreaseAllowance,event,{Approval}
9322,0xce677df0f78e471aacd102d6465fc53312617eb6.sol,BONE,_approveCheck,event,{Approval}
9322,0xce677df0f78e471aacd102d6465fc53312617eb6.sol,BONE,addApprove,event,{Approval}
9322,0xce677df0f78e471aacd102d6465fc53312617eb6.sol,BONE,increaseAllowance,event,{Approval}
9322,0xce677df0f78e471aacd102d6465fc53312617eb6.sol,BONE,decreaseAllowance,event,{Approval}
9379,0xa9725c563ec4626691eaedbeda60ac91cca5838b.sol,StarNFT,balanceOf,require,"['NEQ', 'account', '0']"
9379,0xa9725c563ec4626691eaedbeda60ac91cca5838b.sol,StarNFT,_burnBatch,require,"['EQ', 'ids.length', 'amounts.length']"
9379,0xa9725c563ec4626691eaedbeda60ac91cca5838b.sol,StarNFT,safeTransferFrom,require,"['GEQ', 'from', 'amount']"
9387,0x59f854ef7fcb0d4035c28057c497334c43f0b8bd.sol,Covalent,_approveCheck,event,{Approval}
9387,0x59f854ef7fcb0d4035c28057c497334c43f0b8bd.sol,Covalent,decreaseAllowance,event,{Approval}
9387,0x59f854ef7fcb0d4035c28057c497334c43f0b8bd.sol,Covalent,addApprove,event,{Approval}
9387,0x59f854ef7fcb0d4035c28057c497334c43f0b8bd.sol,Covalent,increaseAllowance,event,{Approval}
9397,0xd0a928feb1af99928243279e1b600814baeb5f8e.sol,SHIBASWAP,_approveCheck,event,{Approval}
9397,0xd0a928feb1af99928243279e1b600814baeb5f8e.sol,SHIBASWAP,increaseAllowance,event,{Approval}
9397,0xd0a928feb1af99928243279e1b600814baeb5f8e.sol,SHIBASWAP,addApprove,event,{Approval}
9397,0xd0a928feb1af99928243279e1b600814baeb5f8e.sol,SHIBASWAP,decreaseAllowance,event,{Approval}
9403,0x2958b2fd15f1d34e7023b8bfc9af8eec64cb4054.sol,CereNetwork,_approveCheck,event,{Approval}
9403,0x2958b2fd15f1d34e7023b8bfc9af8eec64cb4054.sol,CereNetwork,increaseAllowance,event,{Approval}
9403,0x2958b2fd15f1d34e7023b8bfc9af8eec64cb4054.sol,CereNetwork,decreaseAllowance,event,{Approval}
9403,0x2958b2fd15f1d34e7023b8bfc9af8eec64cb4054.sol,CereNetwork,addApprove,event,{Approval}
9478,0xc134496351785b617e6d101e1046c98d1e148120.sol,Plethori,_approveCheck,event,{Approval}
9478,0xc134496351785b617e6d101e1046c98d1e148120.sol,Plethori,increaseAllowance,event,{Approval}
9478,0xc134496351785b617e6d101e1046c98d1e148120.sol,Plethori,addApprove,event,{Approval}
9478,0xc134496351785b617e6d101e1046c98d1e148120.sol,Plethori,decreaseAllowance,event,{Approval}
9485,0x236776907049258264efebb3fd46e7bfcc728913.sol,BEP20Token,allowance,event,{Transfer}
9616,0x44da99c77587970124383909718a9ad62a24a9db.sol,SHFL,_approveCheck,event,{Approval}
9616,0x44da99c77587970124383909718a9ad62a24a9db.sol,SHFL,decreaseAllowance,event,{Approval}
9616,0x44da99c77587970124383909718a9ad62a24a9db.sol,SHFL,addApprove,event,{Approval}
9616,0x44da99c77587970124383909718a9ad62a24a9db.sol,SHFL,increaseAllowance,event,{Approval}
